统计日期,冻结时间,数据源,日期,开赛时间,比赛ID,赛事,比赛,比赛分类,微观板块,国家,赛事层级,盘口,水位分层,倾向意图,阻诱目标侧,理论资金主队占比,理论资金客队占比,实际资金主队占比,实际资金客队占比,资金偏离主队,资金偏离客队,资金过热侧,过热阈值,理论占比依据,实际资金流向,目标侧水位甜头,意图成败,资金流修正方向,资金流修正球队,资金流来源,资金流时间戳,动作,选择方向,投注盘向,投注球队,选中水位,综合胜率,盈亏平衡胜率,通过阈值,同档样本,同档选中胜率,风控状态,仓位系数,下注金额,已结算,结算标签,实际盈亏Unit,实际盈亏金额,赛果,比分来源,即时亚盘,盘口线,上盘方,候选映射方向,反向方向,候选依据,下注建议,未通过/通过原因
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 02:30 北京时间（东8区）,,欧女杯,尤文图斯女足 vs 圣珀尔滕女足,亚盘,欧洲非五大系列,未识别,杯赛,两球/两球半,0.91-1.00,降温保护/诱下,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,反向,反向,下盘,圣珀尔滕女足,0.9300,0.6040,0.5181,0.5381,,,状态B-预警/降半仓,0.5000,20.0000,否,,,,1-1,赛前冻结，待赛果更新,开 0.9/2.5/0.8 → 即 0.89/2.25/0.93,两球/两球半,主队,上盘,下盘,亚盘意图候选：降温保护 / 诱下（低证据）。依据：主队上盘，让球退盘，上盘水位0.89，下盘水位0.93，欧赔变化不大。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,半仓可投,通过：综合胜率60.4% >= 阈值53.8%；风控状态B-预警/降半仓
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 02:30 北京时间（东8区）,,瑞士超,卢塞恩 vs 瓦杜兹,亚盘,欧洲非五大系列,未识别,顶级联赛,半球/一球,1.01-1.10,降温保护/诱下,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,反向,反向,下盘,瓦杜兹,1.0100,0.6040,0.4975,0.5175,9,0.4000,状态B-预警/降半仓,0.5000,20.0000,否,,,,2-1,赛前冻结，待赛果更新,开 0.97/1.0/0.91 → 即 0.88/0.75/1.01,半球/一球,主队,上盘,下盘,亚盘意图候选：降温保护 / 诱下（低证据）。依据：主队上盘，让球退盘，上盘水位0.88，下盘水位1.01，欧赔变化不大。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,半仓可投,通过：综合胜率60.4% >= 阈值51.8%；风控状态B-预警/降半仓
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 02:30 北京时间（东8区）,,瑞士超,图恩 vs 洛桑,亚盘,欧洲非五大系列,未识别,顶级联赛,平手/半球,0.81-0.90,诱上/阻下,lower,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,反向,反向,上盘,图恩,0.8200,0.6070,0.5495,0.5695,33,0.5080,状态B-预警/降半仓,0.5000,20.0000,否,,,,0-0,赛前冻结，待赛果更新,开 0.81/0.25/1.01 → 即 0.82/0.25/1.07,平手/半球,主队,下盘,上盘,亚盘意图候选：诱上 / 阻下（低证据）。依据：主队上盘，让球基本稳定，上盘水位0.82，下盘水位1.07，欧赔变化不大。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,半仓可投,通过：综合胜率60.7% >= 阈值56.9%；风控状态B-预警/降半仓
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 02:30 北京时间（东8区）,,罗杯,阿格斯 vs 布加勒斯特星队,亚盘,欧洲非五大系列,未识别,杯赛,平手,0.81-0.90,降温保护/诱下,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,反向,反向,下盘,阿格斯,0.8200,0.6040,0.5495,0.5695,19,0.6920,状态B-预警/降半仓,0.5000,20.0000,否,,,,0-5,赛前冻结，待赛果更新,开 0.93/0.25/0.77 → 即 0.82/0.0/1.0,平手,客队,上盘,下盘,亚盘意图候选：降温保护 / 诱下（低证据）。依据：客队上盘，让球退盘，上盘水位1.00，下盘水位0.82，欧赔支持上盘。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,半仓可投,通过：综合胜率60.4% >= 阈值56.9%；风控状态B-预警/降半仓
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 02:45 北京时间（东8区）,,德国杯,奥斯纳布鲁克 vs 拜仁慕尼黑,亚盘,欧洲五大系列,德国,杯赛,4球,0.71-0.80,诱上/阻下,lower,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,反向,反向,上盘,拜仁慕尼黑,0.8000,0.5960,0.5556,0.5756,,,状态A-正常态,1.0000,25.0000,否,,,,1-4,赛前冻结，待赛果更新,开 0.85/-3.75/0.97 → 即 1.02/-4.0/0.8,4球,客队,下盘,上盘,亚盘意图候选：诱上 / 阻下（低证据）。依据：客队上盘，让球加深，上盘水位0.80，下盘水位1.02，欧赔变化不大。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率59.6% >= 阈值57.6%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 02:45 北京时间（东8区）,,英甲,伯顿 vs AFC温布尔登,亚盘,欧洲五大系列,英格兰,非顶级联赛,平手/半球,0.81-0.90,降温保护/诱下,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,"Chuqi必发衍生：理论主57.6%/客42.4%；实际主66.7%/客33.3%；偏离主+9.1pct/客-9.1pct；过热侧=伯顿（超过理论占比5pct才算）；总成交21600.0；主11000(51%,价2.3,盈亏310)；和5100(24%,价3.45,盈亏1384)；客5500(25%,价3.9,盈亏-2308)；来源https://live.chuqi.com/football/live-bifa/14602133/",,赛前冻结-待赛后验证,,,"Chuqi必发衍生：理论主57.6%/客42.4%；实际主66.7%/客33.3%；偏离主+9.1pct/客-9.1pct；过热侧=伯顿（超过理论占比5pct才算）；总成交21600.0；主11000(51%,价2.3,盈亏310)；和5100(24%,价3.45,盈亏1384)；客5500(25%,价3.9,盈亏-2308)；来源https://live.chuqi.com/football/live-bifa/14602133/",2026-09-03 07:55:09,正向,正向,上盘,伯顿,0.9000,0.5790,0.5263,0.5463,17,0.6060,状态A-正常态,1.0000,25.0000,否,,,,4-1,赛前冻结，待赛果更新,开 1.02/0.5/0.8 → 即 0.9/0.25/0.98,平手/半球,主队,上盘,下盘,亚盘意图候选：降温保护 / 诱下（低证据）。依据：主队上盘，让球退盘，上盘水位0.90，下盘水位0.98，欧赔支持上盘。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率57.9% >= 阈值54.6%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 02:45 北京时间（东8区）,,英甲,巴恩斯利 vs 布莱克浦,亚盘,欧洲五大系列,英格兰,非顶级联赛,平手/半球,0.81-0.90,诱上/阻下,lower,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,"Chuqi必发衍生：理论主54.4%/客45.6%；实际主82.5%/客17.5%；偏离主+28.1pct/客-28.1pct；过热侧=巴恩斯利（超过理论占比5pct才算）；总成交18500.0；主13700(74%,价2.26,盈亏-10631)；和1900(10%,价3.8,盈亏9328)；客2900(16%,价3.4,盈亏7060)；来源https://live.chuqi.com/football/live-bifa/14602127/",,赛前冻结-待赛后验证,,,"Chuqi必发衍生：理论主54.4%/客45.6%；实际主82.5%/客17.5%；偏离主+28.1pct/客-28.1pct；过热侧=巴恩斯利（超过理论占比5pct才算）；总成交18500.0；主13700(74%,价2.26,盈亏-10631)；和1900(10%,价3.8,盈亏9328)；客2900(16%,价3.4,盈亏7060)；来源https://live.chuqi.com/football/live-bifa/14602127/",2026-09-03 07:55:09,反向,反向,上盘,巴恩斯利,0.8300,0.5960,0.5464,0.5664,33,0.5080,状态A-正常态,1.0000,25.0000,否,,,,2-1,赛前冻结，待赛果更新,开 0.98/0.25/0.84 → 即 0.83/0.25/1.05,平手/半球,主队,下盘,上盘,亚盘意图候选：诱上 / 阻下（低证据）。依据：主队上盘，让球基本稳定，上盘水位0.83，下盘水位1.05，欧赔削弱上盘。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率59.6% >= 阈值56.6%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 02:45 北京时间（东8区）,,英甲,维冈竞技 vs 米尔顿凯恩斯,亚盘,欧洲五大系列,英格兰,非顶级联赛,平手/半球,1.01-1.10,阻上/诱下,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,"Chuqi必发衍生：理论主48.9%/客51.1%；实际主93.5%/客6.5%；偏离主+44.6pct/客-44.6pct；过热侧=维冈竞技（超过理论占比5pct才算）；总成交157900.0；主138500(88%,价2.6,盈亏-54457)；和9800(6%,价3.55,盈亏31731)；客9600(6%,价3,盈亏39421)；来源https://live.chuqi.com/football/live-bifa/14602145/",,赛前冻结-待赛后验证,,,"Chuqi必发衍生：理论主48.9%/客51.1%；实际主93.5%/客6.5%；偏离主+44.6pct/客-44.6pct；过热侧=维冈竞技（超过理论占比5pct才算）；总成交157900.0；主138500(88%,价2.6,盈亏-54457)；和9800(6%,价3.55,盈亏31731)；客9600(6%,价3,盈亏39421)；来源https://live.chuqi.com/football/live-bifa/14602145/",2026-09-03 07:55:09,正向,正向,上盘,维冈竞技,1.0900,0.5510,0.4785,0.4985,13,0.5000,状态A-正常态,1.0000,25.0000,否,,,,3-1,赛前冻结，待赛果更新,开 0.81/0.0/1.01 → 即 1.09/0.25/0.79,平手/半球,主队,上盘,下盘,亚盘意图候选：阻上 / 诱下（低证据）。依据：主队上盘，让球加深，上盘水位1.09，下盘水位0.79，欧赔削弱上盘。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率55.1% >= 阈值49.8%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 03:00 北京时间（东8区）,,厄瓜甲,马卡拉 vs 曼塔,亚盘,南美系列,厄瓜多尔,顶级联赛,一球/球半,1.01-1.10,阻上/诱下,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,正向,正向,上盘,马卡拉,1.0300,0.5610,0.4926,0.5126,9,0.4710,状态A-正常态,1.0000,25.0000,否,,,,4-3,赛前冻结，待赛果更新,开 0.94/1.0/0.88 → 即 1.03/1.25/0.79,一球/球半,主队,上盘,下盘,亚盘意图候选：阻上 / 诱下（低证据）。依据：主队上盘，让球加深，上盘水位1.03，下盘水位0.79，欧赔削弱上盘。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率56.1% >= 阈值51.3%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 03:00 北京时间（东8区）,,巴拉甲秋,巴拉圭国民 vs 亚松森自由,亚盘,南美系列,未识别,顶级联赛,平手/半球,1.01-1.10,阻上/诱下,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,正向,正向,上盘,亚松森自由,1.0500,0.5610,0.4878,0.5078,13,0.5000,状态A-正常态,1.0000,25.0000,否,,,,3-0,赛前冻结，待赛果更新,开 0.79/0.0/1.03 → 即 0.77/-0.25/1.05,平手/半球,客队,上盘,下盘,亚盘意图候选：阻上 / 诱下（低证据）。依据：客队上盘，让球加深，上盘水位1.05，下盘水位0.77，欧赔削弱上盘。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率56.1% >= 阈值50.8%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 03:00 北京时间（东8区）,,英冠,伯恩利 vs 米德尔斯堡,亚盘,欧洲五大系列,英格兰,非顶级联赛,平手/半球,1.01-1.10,阻上/诱下,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,"Chuqi必发衍生：理论主53.9%/客46.1%；实际主16.9%/客83.1%；偏离主-37.0pct/客+37.0pct；过热侧=米德尔斯堡（超过理论占比5pct才算）；总成交573700.0；主80500(14%,价3,盈亏156050)；和96900(17%,价3.7,盈亏16136)；客396300(69%,价2.5,盈亏-145744)；来源https://live.chuqi.com/football/live-bifa/14604515/",,赛前冻结-待赛后验证,,,"Chuqi必发衍生：理论主53.9%/客46.1%；实际主16.9%/客83.1%；偏离主-37.0pct/客+37.0pct；过热侧=米德尔斯堡（超过理论占比5pct才算）；总成交573700.0；主80500(14%,价3,盈亏156050)；和96900(17%,价3.7,盈亏16136)；客396300(69%,价2.5,盈亏-145744)；来源https://live.chuqi.com/football/live-bifa/14604515/",2026-09-03 07:55:09,正向,正向,上盘,米德尔斯堡,1.0800,0.5510,0.4808,0.5008,13,0.5000,状态A-正常态,1.0000,25.0000,否,,,,1-1,赛前冻结，待赛果更新,开 0.89/0.0/0.99 → 即 0.8/-0.25/1.08,平手/半球,客队,上盘,下盘,亚盘意图候选：阻上 / 诱下（低证据）。依据：客队上盘，让球加深，上盘水位1.08，下盘水位0.80，欧赔削弱上盘。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率55.1% >= 阈值50.1%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 03:00 北京时间（东8区）,,英甲,雷丁 vs 曼斯菲尔德,亚盘,欧洲五大系列,英格兰,非顶级联赛,半球,1.01-1.10,阻上/诱下,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,"Chuqi必发衍生：理论主53.0%/客47.0%；实际主84.5%/客15.5%；偏离主+31.5pct/客-31.5pct；过热侧=雷丁（超过理论占比5pct才算）；总成交50800.0；主39400(78%,价2.16,盈亏-28157)；和4200(8%,价3.9,盈亏25888)；客7200(14%,价3.65,盈亏22153)；来源https://live.chuqi.com/football/live-bifa/14602149/",,赛前冻结-待赛后验证,,,"Chuqi必发衍生：理论主53.0%/客47.0%；实际主84.5%/客15.5%；偏离主+31.5pct/客-31.5pct；过热侧=雷丁（超过理论占比5pct才算）；总成交50800.0；主39400(78%,价2.16,盈亏-28157)；和4200(8%,价3.9,盈亏25888)；客7200(14%,价3.65,盈亏22153)；来源https://live.chuqi.com/football/live-bifa/14602149/",2026-09-03 07:55:09,正向,正向,上盘,雷丁,1.0300,0.5510,0.4926,0.5126,10,0.6000,状态A-正常态,1.0000,25.0000,否,,,,5-0,赛前冻结，待赛果更新,开 0.84/0.25/0.98 → 即 1.03/0.5/0.85,半球,主队,上盘,下盘,亚盘意图候选：阻上 / 诱下（低证据）。依据：主队上盘，让球加深，上盘水位1.03，下盘水位0.85，欧赔削弱上盘。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率55.1% >= 阈值51.3%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 03:15 北京时间（东8区）,,希腊杯,塞萨洛尼基 vs OFI克里特,亚盘,欧洲非五大系列,未识别,杯赛,一球/球半,0.71-0.80,诱上/阻下,lower,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,反向,反向,上盘,塞萨洛尼基,0.8000,0.6070,0.5556,0.5756,3,1.0000,状态B-预警/降半仓,0.5000,20.0000,否,,,,0-0,赛前冻结，待赛果更新,开 0.8/1.25/1.02 → 即 0.8/1.25/1.02,一球/球半,主队,下盘,上盘,亚盘意图候选：诱上 / 阻下（低证据）。依据：主队上盘，让球基本稳定，上盘水位0.80，下盘水位1.02，欧赔变化不大。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,半仓可投,通过：综合胜率60.7% >= 阈值57.6%；风控状态B-预警/降半仓
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 05:30 北京时间（东8区）,,厄瓜甲,库恩卡 vs 瓜亚基尔城,亚盘,南美系列,厄瓜多尔,顶级联赛,半球/一球,0.81-0.90,诱上/阻下,lower,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,反向,反向,上盘,库恩卡,0.8300,0.6010,0.5464,0.5664,25,0.4000,状态A-正常态,1.0000,25.0000,否,,,,1-0,赛前冻结，待赛果更新,开 0.83/0.5/0.99 → 即 0.83/0.75/0.99,半球/一球,主队,下盘,上盘,亚盘意图候选：诱上 / 阻下（低证据）。依据：主队上盘，让球加深，上盘水位0.83，下盘水位0.99，欧赔削弱上盘。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率60.1% >= 阈值56.6%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 06:00 北京时间（东8区）,,智利甲,科金博 vs 康塞普西翁大学,亚盘,南美系列,智利,顶级联赛,一球,1.01-1.10,阻上/诱下,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,正向,正向,上盘,科金博,1.0900,0.5610,0.4785,0.4985,7,0.5000,状态A-正常态,1.0000,25.0000,否,,,,0-0,赛前冻结，待赛果更新,开 0.8/0.75/1.08 → 即 1.09/1.0/0.8,一球,主队,上盘,下盘,亚盘意图候选：阻上 / 诱下（低证据）。依据：主队上盘，让球加深，上盘水位1.09，下盘水位0.80，欧赔变化不大。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率56.1% >= 阈值49.8%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 06:30 北京时间（东8区）,,巴西甲,弗拉门戈 vs 米拉索,亚盘,南美系列,巴西,顶级联赛,两球,0.81-0.90,真实示强/阻上,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,反向,反向,下盘,米拉索,0.9000,0.5710,0.5263,0.5463,1,,状态A-正常态,1.0000,25.0000,否,,,,2-0,赛前冻结，待赛果更新,开 0.88/1.5/1.0 → 即 0.99/2.0/0.9,两球,主队,上盘,下盘,亚盘意图候选：真实示强 / 阻上（低证据）。依据：主队上盘，让球加深，上盘水位0.99，下盘水位0.90，欧赔削弱上盘。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率57.1% >= 阈值54.6%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 07:00 北京时间（东8区）,,乌拉杯,阿特纳斯 vs 佩纳罗尔,亚盘,南美系列,乌拉圭,杯赛,半球/一球,0.81-0.90,诱下/上盘降温,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,正向,正向,上盘,佩纳罗尔,0.9000,0.5680,0.5263,0.5463,9,0.5290,状态A-正常态,1.0000,25.0000,否,,,,1-0,赛前冻结，待赛果更新,开 0.81/-0.75/0.89 → 即 0.8/-0.75/0.9,半球/一球,客队,上盘,下盘,亚盘意图候选：诱下 / 上盘降温（低证据）。依据：客队上盘，让球基本稳定，上盘水位0.90，下盘水位0.80，欧赔变化不大。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率56.8% >= 阈值54.6%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 07:00 北京时间（东8区）,,美冠联,查尔斯顿电池 vs 哈特福德竞技,亚盘,北美系列,美国/加拿大,顶级联赛,半球/一球,0.71-0.80,降温保护/诱下,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,正向,正向,上盘,查尔斯顿电池,0.8000,0.5780,0.5556,0.5756,9,0.6000,状态A-正常态,1.0000,25.0000,否,,,,0-0,赛前冻结，待赛果更新,开 0.9/1.0/0.92 → 即 0.8/0.75/1.02,半球/一球,主队,上盘,下盘,亚盘意图候选：降温保护 / 诱下（低证据）。依据：主队上盘，让球退盘，上盘水位0.80，下盘水位1.02，欧赔支持上盘。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率57.8% >= 阈值57.6%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 07:30 北京时间（东8区）,,美甲,夏洛特独立 vs 波特兰松之心,亚盘,北美系列,美国/加拿大,顶级联赛,一球/球半,0.91-1.00,诱上/阻下,lower,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,正向,正向,下盘,波特兰松之心,0.9200,0.6050,0.5208,0.5408,3,,状态A-正常态,1.0000,25.0000,否,,,,0-0,赛前冻结，待赛果更新,开 0.85/1.25/0.85 → 即 0.78/1.25/0.92,一球/球半,主队,下盘,上盘,亚盘意图候选：诱上 / 阻下（低证据）。依据：主队上盘，让球基本稳定，上盘水位0.78，下盘水位0.92，欧赔变化不大。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率60.5% >= 阈值54.1%；风控状态A-正常态
2026-09-02,2026-09-03 07:55:09,D:\codex\outputs\football_odds_trader\backups\bettable_filter_status_independent_20260903_075509\dashboard_index.html,2026-09-02,2026-9-3 07:30 北京时间（东8区）,,美甲,纽约宇宙队 vs 萨拉索塔天堂,亚盘,北美系列,美国/加拿大,顶级联赛,半球,0.91-1.00,真实示强/阻上,upper,,,,,,,,5pct,欧赔去水+亚盘水位理论占比；未结构化则留空,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,,赛前冻结-待赛后验证,,,PM/必发缺失；Titan007仅作盘口价格流,2026-09-03 07:55:09,正向,正向,上盘,纽约宇宙队,0.9500,0.5710,0.5128,0.5328,10,0.4000,状态A-正常态,1.0000,25.0000,否,,,,0-0,赛前冻结，待赛果更新,开 0.78/0.25/0.92 → 即 0.95/0.5/0.75,半球,主队,上盘,下盘,亚盘意图候选：真实示强 / 阻上（低证据）。依据：主队上盘，让球加深，上盘水位0.95，下盘水位0.75，欧赔变化不大。缺伤停、首发、近5场、H2H、PM/必发资金流；资金流缺口仅作证据折扣，亚盘是否下注由标签/微观EV、水位阈值、同档否决和风控决定。,可投,通过：综合胜率57.1% >= 阈值53.3%；风控状态A-正常态
