日期,赛事,比赛,模拟ID,赛制阶段,市场框架,模拟盘口/价格,模拟方向,虚拟仓位单位,基本面拉力,盘口倾向,Polymarket/交易所情绪,流动性,模拟目的,是否主单,赛果,模拟盈亏单位,过程评级,错误类型,模型更新
2026-09-08,英冠,雷克瑟姆 vs 伯恩利,20260908-TITAN-3008223-亚盘意图框架-待EV筛选,排名/阶段 12-24,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 12-24；综合评分 主59/客41；伤停 主[0 S·瑞文(左后卫)-腿筋受伤、14 乔治·托马森(中场)-受伤、13 卡卡切(后卫)-身体不适、0 希夫(中场)-身...] / 客[0 库伦(中场)-十字韧带撕裂、0 伊诺克·阿盖伊(中场)-受伤、0 L.拜耶(中卫)-受伤、34 巴内尔(前锋)-受伤...]；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜4平3负 / 客0胜6平4负；主队 客队/记录: 主4胜3平3负 / 客1胜2平7负,Titan007亚盘 开 0.98/0.5/0.9；即 0.82/0.25/1.06；欧赔 开 2.03/3.55/3.43；即 2.14/3.48/3.16；去水 主43.6%/平26.8%/客29.5%；返还率93.4%；大小球 开 0.99/2.75/0.88；即 1.07/2.75/0.8；亚盘意图候选：真实示弱/阻下（中证据）；依据：主队上盘，让球退盘，上盘水位0.82，下盘水位1.06，欧赔削弱上盘；缺首发、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英联杯,伯恩茅斯 vs 林肯城,20260908-TITAN-3072963-亚盘意图框架-待EV筛选,排名/阶段 英超15-英冠19,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 英超15-英冠19；综合评分 主56/客44；伤停 主[22 克鲁皮(中锋)-脚伤、21 阿德利(左边锋)-受伤、2 朱利安·阿劳霍(右后卫)-受伤] / 客[23 约书亚霍诺汉(后卫)-未知的损伤、2 达里克瓦(中场)-十字韧带撕裂、22 哈默(后卫)-受伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜5平1负 / 客6胜2平2负；主队 客队/记录: 主3胜7平0负 / 客7胜2平1负；H2H 全部/记录: 主1胜1平2负 / 客2胜1平1负；主客相同/记录: 主1胜0平1负 / 客1胜0平1负,Titan007亚盘 开 0.85/1.5/0.97；即 0.85/1.5/0.97；欧赔 开 1.3/5.44/8.46；即 1.28/5.52/9.09；去水 主72.8%/平16.9%/客10.3%；返还率93.2%；大小球 开 0.9/3.25/0.9；即 0.9/3.25/0.9；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.85，下盘水位0.97，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英联杯,桑德兰 vs 赫尔城,20260908-TITAN-3072977-亚盘意图框架-待EV筛选,排名/阶段 英超12-英超3,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 英超12-英超3；综合评分 主52/客48；伤停 主[19 迪亚拉(中前卫)-腿筋受伤、14 罗曼·蒙德尔(左边锋)-伤病] / 客[0 格尔哈特(中锋)-脚踝损伤、24 贾比(中前卫)-腹股沟伤病、8 马塔佐(中前卫)-十字韧带撕裂、1 巴特兰(守门员...]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜3平3负 / 客5胜4平1负；主队 客队/记录: 主5胜1平4负 / 客3胜3平4负；H2H 全部/记录: 主2胜2平2负 / 客2胜2平2负；主客相同/记录: 主1胜3平2负 / 客2胜3平1负,Titan007亚盘 开 0.92/0.75/0.9；即 0.93/0.75/0.89；欧赔 开 1.69/3.7/4.81；即 1.74/3.6/4.46；去水 主53.4%/平25.8%/客20.8%；返还率92.9%；大小球 开 0.92/2.5/0.88；即 0.94/2.5/0.86；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.93，下盘水位0.89，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英联杯,水晶宫 vs 米德尔斯堡,20260908-TITAN-3072965-亚盘意图框架-待EV筛选,排名/阶段 英超13-英冠2,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 英超13-英冠2；综合评分 主58/客42；伤停 主[4 里亚德(中卫)-膝关节手术、7 I.萨尔(右边锋)-腹股沟伤病、14 马泰塔(中锋)-腿筋受伤、9 恩凯蒂亚(中锋)...] / 客[24 班古拉(后卫)-受伤、16 萨米恩托(前锋)-受伤、6 伯哈尔特(中场)-疑似伤病]；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜2平5负 / 客5胜3平2负；主队 客队/记录: 主4胜4平2负 / 客2胜6平2负；H2H 全部/记录: 主3胜1平2负 / 客2胜1平3负；主客相同/记录: 主5胜0平1负 / 客1胜0平5负,Titan007亚盘 开 0.88/0.75/0.94；即 0.93/0.75/0.89；欧赔 开 1.73/3.84/4.29；即 1.72/3.76/4.3；去水 主53.8%/平24.6%/客21.5%；返还率92.6%；大小球 开 0.98/3.0/0.82；即 0.98/3.0/0.82；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.93，下盘水位0.89，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英联杯,莱顿东方 vs 布拉德福德,20260908-TITAN-3072970-亚盘意图框架-待EV筛选,排名/阶段 英甲9-英甲4,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 英甲9-英甲4；综合评分 主56/客44；伤停 主[19 博尼法斯(后卫)-膝关节损伤] / 客[0 Z·哈迪(守门员)-膝关节损伤、11 汉普莱斯(前锋)-受伤、17 T.赖特(前锋)-受伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜4平3负 / 客5胜1平4负；主队 客队/记录: 主3胜3平4负 / 客4胜1平5负；H2H 全部/记录: 主3胜2平1负 / 客1胜2平3负；主客相同/记录: 主4胜1平1负 / 客1胜1平4负,Titan007亚盘 开 0.9/-0.25/0.92；即 0.9/-0.25/0.92；欧赔 开 3.09/3.33/2.23；即 2.94/3.31/2.29；去水 主31.5%/平28.0%/客40.5%；返还率92.7%；大小球 开 0.96/2.5/0.84；即 0.96/2.5/0.84；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.92，下盘水位0.90，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英足总杯,伯尔德梅勒 vs 伯恩镇,20260908-TITAN-3087319-亚盘意图框架-待EV筛选,排名/阶段 -,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 -；综合评分 主57/客43；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主7胜3平0负 / 客5胜2平3负；主队 客队/记录: 主5胜2平3负 / 客3胜2平4负；H2H 全部/记录: 主0胜1平0负 / 客0胜1平0负,Titan007亚盘 开 0.83/0.25/0.93；即 0.83/0.25/0.93；欧赔 开 2.1/3.62/3.0；即 2.1/3.62/3.0；去水 主43.9%/平25.4%/客30.7%；返还率92.1%；大小球 开 0.95/2.75/0.81；即 0.95/2.75/0.81；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.83，下盘水位0.93，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英足总杯,哈瓦特 vs 茨伯翰,20260908-TITAN-3087338-亚盘意图框架-待EV筛选,排名/阶段 英南超21-英南超16,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 英南超21-英南超16；综合评分 主50/客50；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主1胜3平6负 / 客2胜3平5负；主队 客队/记录: 主4胜2平4负 / 客2胜1平7负；H2H 全部/记录: 主1胜2平3负 / 客3胜2平1负；主客相同/记录: 主2胜1平3负 / 客3胜1平2负,Titan007亚盘 开 0.95/0.25/0.81；即 0.95/0.25/0.81；欧赔 开 2.25/3.68/2.72；即 2.25/3.7/2.72；去水 主41.1%/平25.0%/客34.0%；返还率92.4%；大小球 开 0.86/2.75/0.9；即 0.86/2.75/0.9；亚盘意图候选：诱下/上盘降温（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.95，下盘水位0.81，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英足总杯,基特宁 vs 威灵保罗夫,20260908-TITAN-3087320-亚盘意图框架-待EV筛选,排名/阶段 英南超中5-,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 英南超中5-；综合评分 主51/客49；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜5平1负 / 客6胜2平2负；主队 客队/记录: 主6胜4平0负 / 客6胜2平2负；H2H 全部/记录: 主0胜1平0负 / 客0胜1平0负,Titan007亚盘 开 1.0/1.0/0.76；即 1.0/1.0/0.76；欧赔 开 1.63/4.11/4.45；即 1.63/4.16/4.44；去水 主56.9%/平22.3%/客20.9%；返还率92.7%；大小球 开 0.99/3.0/0.77；即 0.99/3.0/0.77；亚盘意图候选：诱下/上盘降温（中证据）；依据：主队上盘，让球基本稳定，上盘水位1.00，下盘水位0.76，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英足总杯,布伦特伍德 vs 康卡德流浪,20260908-TITAN-3087331-亚盘意图框架-待EV筛选,排名/阶段 英依超19-,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 英依超19-；综合评分 主49/客51；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜3平4负 / 客6胜3平1负；主队 客队/记录: 主5胜2平3负 / 客5胜0平5负；H2H 全部/记录: 主0胜1平0负 / 客0胜1平0负,Titan007亚盘 开 0.84/0.75/0.92；即 0.84/0.75/0.92；欧赔 开 1.68/4.06/4.11；即 1.68/4.11/4.13；去水 主55.1%/平22.5%/客22.4%；返还率92.5%；大小球 开 0.82/2.75/0.94；即 0.82/2.75/0.94；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.84，下盘水位0.92，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英足总杯,希治 vs 比格尔斯威德,20260908-TITAN-3087330-亚盘意图框架-待EV筛选,排名/阶段 英南超中20-,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 英南超中20-；综合评分 主54/客46；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜5平3负 / 客4胜3平3负；主队 客队/记录: 主6胜3平1负 / 客4胜1平5负；H2H 全部/记录: 主3胜2平1负 / 客1胜2平3负；主客相同/记录: 主2胜1平3负 / 客3胜1平2负,Titan007亚盘 开 0.94/1.0/0.82；即 0.94/1.0/0.82；欧赔 开 1.59/4.16/4.71；即 1.59/4.19/4.67；去水 主58.1%/平22.1%/客19.8%；返还率92.4%；大小球 开 0.99/3.0/0.77；即 0.99/3.0/0.77；亚盘意图候选：诱下/上盘降温（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.82，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英足总杯,讷翰马科 vs 斯坦韦流浪,20260908-TITAN-3087324-亚盘意图框架-待EV筛选,排名/阶段 英南超中10-英依超22,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 英南超中10-英依超22；综合评分 主56/客44；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜3平4负 / 客2胜3平5负；主队 客队/记录: 主6胜1平3负 / 客4胜2平4负；H2H 全部/记录: 主0胜1平0负 / 客0胜1平0负,Titan007亚盘 开 0.87/0.75/0.89；即 0.87/0.75/0.89；欧赔 开 1.68/4.06/4.13；即 1.68/4.1/4.12；去水 主55.0%/平22.5%/客22.4%；返还率92.4%；大小球 开 0.82/2.75/0.94；即 0.82/2.75/0.94；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.87，下盘水位0.89，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英足总杯,费克汉姆镇 vs 威尔,20260908-TITAN-3087328-亚盘意图框架-待EV筛选,排名/阶段 -,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 -；综合评分 主56/客44；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜3平3负 / 客4胜2平4负；主队 客队/记录: 主2胜1平0负 / 客3胜0平7负；H2H 全部/记录: 主0胜1平0负 / 客0胜1平0负,Titan007亚盘 开 0.77/-0.25/0.99；即 0.77/-0.25/0.99；欧赔 开 2.66/3.79/2.26；即 2.71/3.75/2.26；去水 主34.2%/平24.7%/客41.0%；返还率92.8%；大小球 开 0.82/3.0/0.94；即 0.82/3.0/0.94；亚盘意图候选：诱下/上盘降温（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.99，下盘水位0.77，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,欧冠杯,多特蒙德 vs 比利亚雷亚尔,20260908-TITAN-3073148-亚盘意图框架-待EV筛选,排名/阶段 德甲3-西甲16,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 德甲3-西甲16；综合评分 主70/客30；伤停 主[23 詹(中场)-十字韧带撕裂、45 基安尼斯(中场)-十字韧带撕裂、28 索利兹(前腰)-肌肉损伤、5 本塞拜尼(后卫...] / 客[未接入/待核]；首发未接入/待赛前1小时核；近况 全部/记录: 主6胜0平4负 / 客3胜3平4负；主队 客队/记录: 主7胜0平3负 / 客1胜5平4负；H2H 全部/记录: 主1胜0平0负 / 客0胜0平1负；主客相同/记录: 主1胜0平0负 / 客0胜0平1负,Titan007亚盘 开 1.01/0.75/0.87；即 1.04/0.75/0.84；欧赔 开 1.78/4.1/4.02；即 1.79/3.93/3.98；去水 主52.5%/平23.9%/客23.6%；返还率94.0%；大小球 开 0.88/3.0/0.98；即 1.0/3.25/0.88；亚盘意图候选：阻上/降温保护（中证据）；依据：主队上盘，让球基本稳定，上盘水位1.04，下盘水位0.84，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,欧冠杯,波尔图 vs 曼彻斯特城,20260908-TITAN-3073090-亚盘意图框架-待EV筛选,排名/阶段 葡超1-英超1,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 葡超1-英超1；综合评分 主43/客57；伤停 主[15 瓦斯科·索萨(中前卫)-腓骨骨折、77 皮图谢夫斯基(左边锋)-肌肉损伤、37 梅克(右边锋)-耻骨挫伤、8 V·...] / 客[11 多库(左边锋)-小腿受伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主9胜0平1负 / 客6胜2平2负；主队 客队/记录: 主7胜3平0负 / 客5胜3平2负；H2H 全部/记录: 主0胜1平3负 / 客3胜1平0负；主客相同/记录: 主0胜1平1负 / 客1胜1平0负,Titan007亚盘 开 0.85/-0.75/1.03；即 1.0/-0.75/0.88；欧赔 开 4.61/4.0/1.71；即 4.28/3.89/1.74；去水 主21.9%/平24.1%/客53.9%；返还率93.9%；大小球 开 0.88/2.75/0.98；即 0.9/2.75/0.98；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.88，下盘水位1.00，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
